rank,caption,score,precision,count,unfunny,somewhat_funny,funny,contest
1,"Given Mr Tell's declining accuracy with his bow and arrow, we're lucky the guys don't use Apples.",1.9569536423841056,0.040681365006483165,302.0,82.0,151.0,69.0,544
2,"Where exactly is Bethlehem, NY? Hmmm. Off the top of my head … 42°36'N 73°50'W in Albany County.",1.9290780141843968,0.041819131510287294,282.0,80.0,142.0,60.0,544
3,I liked it better when they were just little voices inside our heads.,1.9051383399209487,0.05159531027508156,253.0,98.0,81.0,74.0,544
4,I liked it better when the voices were inside my head.,1.7530864197530864,0.06556586483316873,162.0,81.0,40.0,41.0,544
5,It wouldn't be so bad if their printers weren't in our pants.,1.7181208053691277,0.07003441466526979,149.0,81.0,29.0,39.0,544
6,Are you thinking what I'm thinking?,1.7162162162162162,0.07552022223121585,148.0,89.0,12.0,47.0,544
7,Have your person contact my person.,1.6884057971014492,0.07886903192865957,138.0,87.0,7.0,44.0,544
8,I live in constant fear he will hit ctrl+alt+del,1.6742424242424243,0.06843835871062329,132.0,69.0,37.0,26.0,544
8,Don't you miss the days when we thought about sex?,1.6742424242424243,0.06672696681999027,132.0,67.0,41.0,24.0,544
10,Are you thinking what I'm thinking?,1.6692307692307693,0.07904352305965212,130.0,81.0,11.0,38.0,544
10,Have your guy call my guy.,1.6692307692307693,0.08127521326217697,130.0,84.0,5.0,41.0,544
12,Are you thinking what I'm thinking?,1.6666666666666667,0.08037380369506868,129.0,82.0,8.0,39.0,544
12,Does your guy wear pants?,1.6666666666666667,0.07327913783160707,129.0,73.0,26.0,30.0,544
12,Are you thinking what I’m thinking?,1.6666666666666667,0.07808057522450881,129.0,79.0,14.0,36.0,544
12,I'll have my person contact your person.,1.6666666666666667,0.07961673372731189,129.0,81.0,10.0,38.0,544
16,I'll have my people call your people,1.6640625,0.07786311914875252,128.0,78.0,15.0,35.0,544
17,Are you thinking what I'm thinking?,1.656,0.07878431152161885,125.0,77.0,14.0,34.0,544
17,"Remember when the only things on our minds were sex, drugs, and rock and roll?",1.656,0.06730191963901755,125.0,64.0,40.0,21.0,544
19,Funny...I was just thinking the same thing...,1.6451612903225807,0.07949614177711885,124.0,78.0,12.0,34.0,544
20,I'll have my guy call your guy.,1.6422764227642277,0.08092007342718914,123.0,79.0,9.0,35.0,544
20,"Hey, Are you thinking what I'm thinking?",1.6422764227642277,0.08092007342718914,123.0,79.0,9.0,35.0,544
20,Are you thinking what I'm thinking?,1.6422764227642277,0.07755603263552402,123.0,75.0,17.0,31.0,544
23,I'll have my people email your people,1.6363636363636365,0.08215419219227854,121.0,79.0,7.0,35.0,544
23,Are you thinking what I'm thinking?,1.6363636363636365,0.08046010937788943,121.0,77.0,11.0,33.0,544
23,Are you thinking what I'm thinking?,1.6363636363636365,0.08215419219227854,121.0,79.0,7.0,35.0,544
23,Are you thinking what I'm thinking?,1.6363636363636365,0.08046010937788943,121.0,77.0,11.0,33.0,544
23,Are you thinking what I'm thinking?,1.6363636363636365,0.0787295821622217,121.0,75.0,15.0,31.0,544
23,Are you thinking what I'm thinking?,1.6363636363636365,0.0778498944161523,121.0,74.0,17.0,30.0,544
23,Are you thinking what I'm thinking?,1.6363636363636365,0.07959954870644666,121.0,76.0,13.0,32.0,544
23,Are you thinking what I'm thinking?,1.6363636363636365,0.08046010937788943,121.0,77.0,11.0,33.0,544
31,I'll have my guy call your guy.,1.6333333333333333,0.08020748071502888,120.0,76.0,12.0,32.0,544
