rank,caption,score,precision,count,unfunny,somewhat_funny,funny
1,Let's pick up the pace. They're billing by the hour.,2.164465786314526,0.00840616528478751,8330.0,1879.0,3202.0,3249.0
2,Apparently they're experts in hostile takeovers.,2.1297560975609757,0.011614271540527498,4100.0,902.0,1764.0,1434.0
3,We sue at dawn.,2.1245114461194863,0.008484538147810555,8955.0,2398.0,3044.0,3513.0
4,This time they'll know we mean business.,2.1146928287783227,0.011729104639930885,4281.0,1043.0,1704.0,1534.0
5,"Well, on the other hand, there is no fee unless we win.",2.0704835217705075,0.011609036980069308,4157.0,1028.0,1808.0,1321.0
6,"Pillaging lasts a day, these guys will screw them for years!",2.061046511627907,0.030836236165430974,688.0,205.0,236.0,247.0
7,"We may have lost the battle, but we'll win the appeal.",2.0351692103516923,0.008789497395446625,7535.0,2065.0,3140.0,2330.0
8,The field will soon be littered with habeas corpuses.,2.0345709068776627,0.008837545603712962,8215.0,2498.0,2935.0,2782.0
9,...so I told the genie I wanted a hoard of the most ruthless and feared men from throughout history...,2.0286384976525818,0.016978612621438304,2130.0,624.0,821.0,685.0
10,"You just had to say ""Run it by the lawyers"", didn't you?",2.006174305390644,0.0117649315600166,4211.0,1214.0,1757.0,1240.0
11,You better be right about the pen being mightier than the sword.,2.0032011134307584,0.0092985089424597,7185.0,2220.0,2722.0,2243.0
12,"So, it's a legal battle they want?",1.9811459353574927,0.011890434833242642,4084.0,1218.0,1725.0,1141.0
13,Hostile takeovers ain’t what they used to be.,1.9678618277219064,0.008521698596567673,9148.0,3190.0,3062.0,2896.0
14,The streets will run red with tape,1.9593778314708548,0.00988489432224626,6622.0,2282.0,2327.0,2013.0
15,You realize we're only gonna get a third of the plunder...,1.9502734957732468,0.009847671403965272,6033.0,1922.0,2489.0,1622.0
16,I liked it better when we settled disputes out of court.,1.922832980972516,0.012168011699138856,3784.0,1217.0,1642.0,925.0
17,"Don't worry, these guys know how to charge.",1.9191308609704296,0.009979848871107623,6121.0,2133.0,2350.0,1638.0
18,"You think it's overkill, because you've never been through a divorce.",1.914048796045288,0.010036499903711795,6271.0,2273.0,2264.0,1734.0
19,Explain to me again this idea of pillageable hours.,1.9016039481801361,0.01369823675484542,3242.0,1161.0,1239.0,842.0
20,"Trust me, nothing crushes the enemy's spirit like long-term financial planning.",1.89401888772298,0.012721764573640187,3812.0,1399.0,1418.0,995.0
21,That's the last time I let you occupy Wall Street,1.8855623950755456,0.013203462041142559,3574.0,1341.0,1301.0,932.0
22,I hate legal battles.,1.8763273974840715,0.010205216367316234,6121.0,2376.0,2126.0,1619.0
23,First we'll hit the castle with code violations.,1.8611916982816337,0.011440847802083343,4481.0,1668.0,1767.0,1046.0
24,Nobody ever expects the Spanish Deposition.,1.8235294117647056,0.015889584651344216,2567.0,1098.0,824.0,645.0
25,"I said, 'Suits of armor,' not 'Armani suits.'",1.8200798280626345,0.01397312497890427,3257.0,1381.0,1081.0,795.0
26,"Now that we've captured these lawyers, let's threaten to release one every hour until our ransom demands are met.",1.8178824721377915,0.012966813838830969,3948.0,1735.0,1197.0,1016.0
27,"I call it ""shock and audit.""",1.8059006211180124,0.01534026963333489,2576.0,1079.0,918.0,579.0
28,This time we mean business.,1.7933255269320842,0.010669231323642898,5124.0,2133.0,1917.0,1074.0
29,"Instead of sacking their castle, we'll offer a reverse mortgage.",1.7896013864818023,0.014358133702953375,2885.0,1225.0,1042.0,618.0
30,You're the one who wanted to negotiate.,1.7871080903310677,0.010986232728092906,4561.0,1844.0,1844.0,873.0
31,"It's not war that's hell, it's the paperwork.",1.7852136558896676,0.011269479188836888,4423.0,1819.0,1735.0,869.0
32,I wanted “a counting of our troops.” Not “accountants for our troops!”,1.7823129251700682,0.02023671906952622,1470.0,637.0,516.0,317.0
33,There is no way she is getting the beach house.,1.7761852260198456,0.015140959501143213,2721.0,1221.0,888.0,612.0
34,For once corporate seems to have our backs.,1.770079185520362,0.012303205131521187,3536.0,1446.0,1457.0,633.0
35,"I texted headquarters to send us 10,000 new “insurgents.” Their spellchecker changed it to “insurance agents.”",1.7667723835081728,0.01283460014122376,4099.0,1973.0,1109.0,1017.0
36,I'm beginning to think we should have settled out of court.,1.7666325486182188,0.011968567577295466,3908.0,1656.0,1508.0,744.0
37,Who said anything about invasion? I'm preparing for evasion.,1.7621419676214196,0.02688729577904792,803.0,351.0,292.0,160.0
38,The ad said they specialize in assault and battery.,1.7577186963979416,0.015794730486736592,2332.0,1029.0,839.0,464.0
39,There's an ambulance up ahead. Maybe we can lose them there.,1.7548452907174432,0.014777733031574291,2941.0,1393.0,876.0,672.0
40,First we rape and pillage then we audit the hell out if them,1.7521739130434784,0.021149749237589888,1380.0,639.0,444.0,297.0
41,"Trust me, nobody plunders like these guys.",1.7426693629929222,0.017029175876896185,1978.0,887.0,713.0,378.0
42,remember when we used to conquer without having to run it through legal?,1.7341529004994238,0.01489186613666219,2603.0,1189.0,917.0,497.0
43,I should have read the Magna Carta before I signed it.,1.7332535885167464,0.018661949045984217,1672.0,769.0,580.0,323.0
44,"Obviously we have two very different interpretations of ""hostile takeover""",1.7201646090534979,0.023379413249018648,972.0,432.0,380.0,160.0
45,They shall learn to fear the name of Zorrak the Litigious !,1.7171561051004636,0.030280760008665437,647.0,309.0,212.0,126.0
46,"'So sue me,' he says.",1.7163009404388714,0.015182286370872704,2552.0,1215.0,846.0,491.0
47,I'm already regretting this merger,1.7068917796844727,0.012331856609432448,3613.0,1677.0,1318.0,618.0
48,"We may lose this battle, but we'll have them tied up in court for years.",1.705685618729097,0.01379172807506556,2691.0,1201.0,1081.0,409.0
49,I guess he wasn't kidding. He does have an army of lawyers.,1.7032321253672869,0.013420519576423977,3063.0,1434.0,1104.0,525.0
50,"They're docile now, but just wait until they lose cell reception.",1.6981658692185009,0.015293021139490619,2508.0,1228.0,809.0,471.0
51,Their résumés all said 'headhunter',1.6979975480179812,0.015509897162962057,2447.0,1201.0,784.0,462.0
52,"Remember, we're not here to negotiate.",1.6711409395973154,0.018298383664119063,1490.0,697.0,586.0,207.0
53,The pen had damn well BETTER be mightier than the sword!,1.6694126074498568,0.014274784174556944,2792.0,1408.0,899.0,485.0
54,"I told you to order armored suits, not Armani suits!",1.6652460286710578,0.015181621475846785,2581.0,1344.0,757.0,480.0
55,Let's see if he refuses to release his tax returns now.,1.6624879459980713,0.024481053484357442,1037.0,556.0,275.0,206.0
56,I brought sticks and stones just in case.,1.654231119199272,0.02260499939430248,1099.0,564.0,351.0,184.0
57,"Let's gallop, just for fun.",1.6541994750656168,0.01983063439183889,1524.0,811.0,429.0,284.0
58,We'll attack when the defense rests.,1.6506772009029345,0.01762421397494436,1772.0,905.0,581.0,286.0
59,My lawyer? Lemming & Lemming....why do you ask?,1.6462436177972284,0.020134249901554376,1371.0,709.0,438.0,224.0
60,These corporate raids just don't have the same vibe.,1.6429780033840948,0.02089272015703335,1182.0,591.0,422.0,169.0
61,Hostile takeovers ain’t what they used to be.,1.6390363413638218,0.016392126118381874,2449.0,1407.0,519.0,523.0
62,I will never surrender my tax returns.,1.6375464684014869,0.03191778600684539,538.0,280.0,173.0,85.0
63,I'm not losing a battle on a technicality ever again.,1.6369942196531793,0.017384869796215008,1730.0,880.0,598.0,252.0
64,I don't care if Barney's had a sale. Next time I'll pick the uniforms myself.,1.6366812227074237,0.02235930363356922,1145.0,611.0,339.0,195.0
65,I realize it seems cruel. But the King's subjects must be made to understand that The Black Death is in fact a disqualifying pre-existing condition under the terms of the policy.,1.6328947368421052,0.02654874870489815,760.0,394.0,251.0,115.0
66,I miss the old days when everything wasn't litigated to death.,1.6282527881040891,0.019482347550206256,1345.0,686.0,473.0,186.0
67,"Well, at least we'll know whether the pen really is mightier than the sword.",1.6233766233766234,0.027425476914471808,693.0,360.0,234.0,99.0
68,"In a few miles, we should water the horses and cocktail the lawyers.",1.6231751824817515,0.02166631446245295,1096.0,566.0,377.0,153.0
69,Just explain it to me one more time....the difference between an Inquisition and an audit is what again?,1.615566037735849,0.01602545846122884,2120.0,1141.0,653.0,326.0
70,Do they know that CHARGE is an order and not a transaction?,1.6136154553817847,0.02146136628967674,1087.0,563.0,381.0,143.0
71,"Now that we've drained the swamp, what are we supposed to do with them?",1.611248966087676,0.021881702750058702,1209.0,676.0,327.0,206.0
72,Wait'll they find out the king never pays his lawyers.,1.5996150144369583,0.0224475676324804,1039.0,563.0,329.0,147.0
73,How much further is the cliff?,1.5966183574879227,0.021294263935846585,1242.0,701.0,341.0,200.0
74,I kept telling you to claim all your looting as income.,1.5957894736842104,0.018294828166761864,1425.0,744.0,513.0,168.0
75,Sometimes you have to go to war with the army you have not the army you want.,1.595703125,0.02271740383094888,1024.0,561.0,316.0,147.0
76,I used to love being a barbarian. Now I just feel dirty.,1.5956284153005464,0.02262286587278712,1098.0,620.0,302.0,176.0
77,I'm expecting a legal battle,1.5883014623172105,0.016883606461301912,1778.0,967.0,576.0,235.0
78,"If any dare to resist us, their streets will run red with tape.",1.5849056603773586,0.03836798430591876,371.0,210.0,105.0,56.0
79,Wars kill. Litigation destroys!!!,1.5824345146379044,0.028090169169567983,649.0,358.0,204.0,87.0
80,I take it this is a civil war.,1.578723404255319,0.02093310761590211,1175.0,654.0,362.0,159.0
81,I have my doubts about these new Homeland Security hires.,1.5768629494528401,0.0190549805889929,1919.0,1246.0,239.0,434.0
82,"Well, at least we'll now see if the pen is mightier than the sword.",1.575083426028921,0.023124049471085,899.0,488.0,305.0,106.0
83,"I remember when the legal department was just Hrothgar, the rack, and a thumbscrew.",1.5727788279773156,0.02239550478198072,1058.0,603.0,304.0,151.0
84,So you're sure he said game of torts?,1.5705521472392638,0.040974134109307565,326.0,189.0,88.0,49.0
85,Attacking our enemies with an army of lawyers seems needlessly cruel.,1.5671750181554105,0.019193881985993918,1377.0,776.0,421.0,180.0
86,"Sorry, but I still see a difference between raping and pillaging and just screwing people out of health insurance.",1.5654993514915694,0.02720685671451948,771.0,460.0,186.0,125.0
87,"Let's quicken the pace, they're billing by tenths of an hour.",1.5586307356154407,0.01922904250118582,1373.0,785.0,409.0,179.0
88,They call me Erik The Litigious.,1.5585197934595525,0.02056442220920255,1162.0,655.0,365.0,142.0
89,We're adventure capitalists.,1.5577235772357725,0.02873076726071635,615.0,352.0,183.0,80.0
90,"I miss the old days, when we could pillage without worrying about the legal consequences.",1.5547619047619048,0.01978905594919276,1260.0,716.0,389.0,155.0
91,We'll either defeat them in battle or a legion of lawyers will be killed. It's win-win.,1.5524193548387095,0.023421362491728555,992.0,591.0,254.0,147.0
92,"Yes, but if we win, they have to pay our fees.",1.5507246376811594,0.01915857136054704,1311.0,742.0,416.0,153.0
93,So your idea is to bore them to death?,1.5481832543443919,0.028492759950985668,633.0,370.0,179.0,84.0
94,Not the 'hostile takeover' I'm used to leading.,1.541632983023444,0.019828114158643342,1237.0,714.0,376.0,147.0
95,Because you're younger with only one hat-point.,1.539012738853503,0.021872299318457498,1256.0,800.0,235.0,221.0
96,You think the paper trail will give us away?,1.53886925795053,0.028658405737407806,566.0,322.0,183.0,61.0
97,"As it turns out, castrations, scalps and gold teeth all qualify as gross income.",1.5366300366300367,0.023277489251912274,1092.0,693.0,212.0,187.0
98,ambulant chasers !,1.536625514403292,0.021848715448342368,1215.0,764.0,250.0,201.0
99,". . . and then we turn the lawyers loose, so the real pillaging can begin.",1.535031847133758,0.03217520856603349,471.0,275.0,140.0,56.0
100,"So, how did you get into mergers and acquisitions?",1.5336585365853659,0.021140517385161463,1025.0,585.0,333.0,107.0
101,I don't really mind the battles; It's the regulatory compliance that's a drag.,1.5330097087378638,0.02181481959346001,1030.0,605.0,301.0,124.0
