rank,caption,score,precision,count,unfunny,somewhat_funny,funny,contest
1,We never should have applauded.,1.8421052631578947,0.04554460512094434,285.0,110.0,110.0,65.0,546
2,What's happening on your side?,1.8141263940520451,0.04922783888482282,269.0,117.0,85.0,67.0,546
3,"If we hadn't eaten Ted, he really would have enjoyed this.",1.8038461538461537,0.050685258740691436,260.0,117.0,77.0,66.0,546
4,"Well, I like it more than their ""ship on the horizon"" gag.",1.792828685258964,0.0522371380510876,251.0,117.0,69.0,65.0,546
5,OK. We have two wishes left.,1.7911646586345382,0.04979888335763022,249.0,108.0,85.0,56.0,546
6,"l knew they were smart, but sarcastic?",1.7544642857142858,0.05507106521232714,224.0,110.0,59.0,55.0,546
6,Apparently their sense of irony is also highly evolved.,1.7544642857142858,0.05359728049092319,224.0,106.0,67.0,51.0,546
8,Very nice. Now do a boat.,1.7522522522522523,0.05174660706034979,222.0,100.0,77.0,45.0,546
9,I wish we'd brought food instead of LSD.,1.7307692307692308,0.05721029910064749,208.0,106.0,52.0,50.0,546
10,They're at it again. It's like they wait for you to go behind the tree.,1.7254901960784317,0.05785774674833408,204.0,105.0,50.0,49.0,546
11,"There's smart, and then there's smartass.",1.7246376811594204,0.05591178717311809,207.0,103.0,58.0,46.0,546
12,Oh sure they're smart. It's the sarcasm I can't stand.,1.703125,0.055774269295091584,192.0,94.0,61.0,37.0,546
13,I knew they were smart. I didn't know they were sarcastic.,1.6984126984126984,0.057581155208485016,189.0,96.0,54.0,39.0,546
14,Remember how you said we were done talking unless one of three things happened?,1.6935483870967742,0.05744037962956253,186.0,94.0,55.0,37.0,546
15,"That was great guys, now do a rescue boat.",1.691891891891892,0.0561802741469524,185.0,91.0,60.0,34.0,546
16,"They've captured the look, but not the mood.",1.6885245901639343,0.0534763688112585,183.0,85.0,70.0,28.0,546
17,"Yes, it's art. But is it relevant?",1.6833333333333331,0.05815015132669212,180.0,92.0,53.0,35.0,546
18,"Ironically, they have a very dry sense of humor.",1.6805555555555556,0.06585518490272459,144.0,75.0,40.0,29.0,546
19,I'm thinking now I probably should have just trained them to get help.,1.670731707317073,0.061229458133205975,164.0,86.0,46.0,32.0,546
20,"Almost there, but they haven't quite captured the melancholy.",1.6686046511627908,0.0589213716755573,172.0,89.0,51.0,32.0,546
20,It wasn't funny yesterday and it's not funny today.,1.6686046511627908,0.060064356752885226,172.0,91.0,47.0,34.0,546
22,"Okay, that's pretty good. Now try ""boat.""",1.6666666666666667,0.057466282122748735,171.0,86.0,56.0,29.0,546
23,"Martin... very slowly, pass me your iPhone.",1.6647058823529413,0.06070941419827624,170.0,91.0,45.0,34.0,546
23,"I'm gonna do a split, just to mess with them.",1.6647058823529413,0.05837104072398189,170.0,87.0,53.0,30.0,546
25,Let's have sex and see what they do.,1.6607142857142858,0.060784692231905586,168.0,90.0,45.0,33.0,546
25,"I'd always heard they were smart, but I never knew they were smart asses.",1.6607142857142858,0.05839207833266971,168.0,86.0,53.0,29.0,546
25,The one playing you is creeping me out,1.6607142857142858,0.0571582261196865,168.0,84.0,57.0,27.0,546
28,"I don't care if it's the sincerest form of flattery, it's still obnoxious.",1.6602564102564104,0.06201522990709365,156.0,82.0,45.0,29.0,546
29,"Impressive. Now, make a boat.",1.658682634730539,0.05746518667687524,167.0,84.0,56.0,27.0,546
30,"On the twenty-third day, Orson realized that the dolphins were not, in fact, trying to help.",1.6545454545454543,0.058721627392448426,165.0,85.0,52.0,28.0,546
31,"Irony and sarcasm, sure signs of advanced intelligence.",1.6524390243902438,0.06272916221776294,164.0,91.0,39.0,34.0,546
31,It turns out the universal language isn't music. It's sarcasm.,1.6524390243902438,0.060913854707124786,164.0,88.0,45.0,31.0,546
