rank,caption,score,precision,count,unfunny,somewhat_funny,funny
1,It's the Heineken maneuver.,2.055417185554172,0.01407130517678882,3212.0,937.0,1160.0,1115.0
2,I have a hunch I'm in the placebo group.,2.0410284463894968,0.012660396568893771,3656.0,999.0,1508.0,1149.0
3,My blood alcohol was dangerously low.,2.031736526946108,0.01318459171540695,3340.0,918.0,1398.0,1024.0
4,"I have no idea, but it was the only thing TrumpCare would pay for.",2.007942238267148,0.015121392952545063,2770.0,866.0,1016.0,888.0
5,You have to leave now. Visiting hours are over and happy hours are starting.,1.9839246119733924,0.012350408368998157,3608.0,1022.0,1622.0,964.0
6,They say I should be up and staggering around in a day or two.,1.9522978475858053,0.018567063875663842,1719.0,552.0,697.0,470.0
7,You don't want to know about the catheter.,1.9490870786516847,0.014980501123774347,2848.0,986.0,1021.0,841.0
8,We're going to need a bigger bedpan.,1.9458445040214483,0.018482468587409026,1865.0,647.0,672.0,546.0
9,Yes my doctor was in my fraternity - what's your point?,1.944829760403531,0.013478624950218806,3172.0,1006.0,1335.0,831.0
10,Doc said two Pils every four hours.,1.9197707736389684,0.021438045120842103,1396.0,508.0,492.0,396.0
11,"I said, ""Give it to me straight, Doc""",1.914968152866242,0.01386320023799878,3140.0,1092.0,1223.0,825.0
12,I've been told to keep my spirits up.,1.912479740680713,0.017757709842465757,1851.0,628.0,757.0,466.0
13,It's the new Trumpcare. It won't cure me but at least now I don't give a damn.,1.9068413391557493,0.02087503768741162,1374.0,481.0,540.0,353.0
14,It's suprisingly good for hospital beer.,1.900477164280845,0.014092149324354894,2934.0,1015.0,1196.0,723.0
15,Thought I’d finish off the old liver before I get a new one.,1.8879813302217043,0.015896687853559025,2571.0,995.0,869.0,707.0
16,The ale for what cures you.,1.875,0.029509434780298525,744.0,293.0,251.0,200.0
17,This is what happens when you're admitted to a university hospital on the weekend.,1.8727931190583973,0.016346217948331174,2209.0,810.0,870.0,529.0
18,Thank goodness for the Affordable Beer Act.,1.871667699938004,0.019338849612541488,1613.0,603.0,614.0,396.0
19,"Blue Ribbon, Blue Shield ... It all sounded the same when I signed up for health care.",1.8583877995642701,0.02564414785266574,918.0,351.0,346.0,221.0
20,The doctor's coming in later to give me a shot.,1.8534435261707989,0.01874617738354929,1815.0,731.0,619.0,465.0
21,It's craft blood from a little bank in the Finger Lakes region.,1.842350203606748,0.019319497935101227,1719.0,708.0,574.0,437.0
22,Couldn't you just use medical marijuana like everybody else.,1.8399539435808865,0.01867374203312905,1737.0,687.0,641.0,409.0
23,"One is a placebo, the other's a single malt.",1.8164867517173704,0.0234961211722091,1019.0,397.0,412.0,210.0
24,I was just transferred to the fraternity ward.,1.8145658263305318,0.01846386602750161,1785.0,739.0,638.0,408.0
25,"I'm aleing, Susan.",1.79923273657289,0.019950299699459988,1564.0,675.0,528.0,361.0
26,"Yea, this is the anesthesia you get when you have no insurance.",1.7982646420824295,0.03596126184721025,461.0,193.0,168.0,100.0
27,They gave a me choice of painkillers.,1.79613025011798,0.015483288381182712,2119.0,798.0,955.0,366.0
28,"Two cans ago I was beginning to question Trumpcare, but now, not so much.",1.7851037851037852,0.018606989408166203,1638.0,678.0,634.0,326.0
29,"Medical license? No, but he has a liquor license.",1.7836764174792343,0.015107854469142118,2769.0,1239.0,890.0,640.0
30,"He also wears a foam ""we're #1"" finger for my prostate exam.",1.7790626902008522,0.019754567681487444,1643.0,748.0,510.0,385.0
31,I'm supposed to push that button if I need more nachos.,1.7742805755395683,0.022802084791925376,1112.0,475.0,413.0,224.0
32,Things are different with Trumpcare.,1.762081784386617,0.04722406164835584,269.0,120.0,93.0,56.0
33,It's the only treatment covered by my insurance.,1.7553191489361701,0.014939537961374738,2914.0,1391.0,845.0,678.0
34,They said my blood type is Bud positive.,1.7496259351620949,0.016934759624996784,2005.0,890.0,727.0,388.0
35,The doctor said to live it up while I still have insurance.,1.7492236024844718,0.020431751535914904,1288.0,548.0,515.0,225.0
36,"Well, they said 'nothing by mouth.' What else was I to do?",1.7415287628053586,0.020786010331678508,1269.0,554.0,489.0,226.0
37,I miss Obamacare...,1.734475374732334,0.025668375510900364,934.0,444.0,294.0,196.0
38,Doctor said I was down a couple of pints.,1.7204502814258913,0.01826071160513313,1599.0,712.0,622.0,265.0
39,"I'll be up and walking soon, but not in a straight line.",1.7059561128526646,0.017992854245597417,1595.0,715.0,634.0,246.0
40,Please tell me there are salted peanuts in that bag,1.7012882447665056,0.020789710155842,1242.0,574.0,465.0,203.0
41,"Trust me, we're getting a second opinion.",1.69533527696793,0.02718696475358763,686.0,310.0,275.0,101.0
42,It's not like I'm driving.,1.6882661996497372,0.021512504809863726,1142.0,535.0,428.0,179.0
43,The left arm is less filling. The right arm tastes great.,1.673015873015873,0.030251228495731725,630.0,318.0,200.0,112.0
44,My HMO is an IPA.,1.6689445709946849,0.02096330217271378,1317.0,671.0,411.0,235.0
45,Luckily I talked them out of an enema!,1.6666666666666667,0.02003341129670441,1410.0,712.0,456.0,242.0
46,"I think I better stay another night, dear, just to be safe.",1.6640625,0.02809367006082165,640.0,305.0,245.0,90.0
47,The Republicans idea of anesthesia...cheap and accesible.,1.6574147501982557,0.02140542326994813,1261.0,654.0,385.0,222.0
48,When they're empty I get ten cents off my hospital bill.,1.641065830721003,0.029043097482585708,638.0,327.0,213.0,98.0
49,"They say he's the best beer, nose and throat doctor around.",1.6399253731343284,0.03210137017314127,536.0,279.0,171.0,86.0
50,"Unfortunately, our health insurance plan only reimburses for domestic.",1.6395147313691507,0.02095091728112177,1154.0,575.0,420.0,159.0
51,"Well, technically, these are fluids.",1.6345338983050848,0.0220525629057404,944.0,452.0,385.0,107.0
52,"Trumped up, trickle down healthcare",1.633846153846154,0.042189336305384274,325.0,175.0,94.0,56.0
53,I made it into the IV league.,1.632969034608379,0.022339014539033215,1098.0,576.0,349.0,173.0
54,I'm getting the IV League treatment.,1.6322701688555348,0.03186546289943951,533.0,278.0,173.0,82.0
55,"The remedy is way better than the disease, believe me.",1.6301369863013702,0.025577016786599512,730.0,359.0,282.0,89.0
56,My spirits are fine...why do you ask?,1.6224814422057263,0.023476908744813185,943.0,490.0,319.0,134.0
57,"The nurse asked me how I was doing, and I said I could really use a couple of beers.",1.6161904761904762,0.02239313319877319,1050.0,555.0,343.0,152.0
58,And you said voting for this health care bill was a bad idea.,1.6136363636363635,0.022887003543352973,1012.0,539.0,325.0,148.0
59,Insurance said the Keg was out-of-network.,1.6134831460674155,0.023716618216135986,890.0,461.0,312.0,117.0
60,They're measuring my carbonation footprint.,1.6116412213740459,0.025915613048268168,1048.0,651.0,153.0,244.0
61,They told me this is how they do it here in Milwaukee.,1.610340479192938,0.02481013051021101,793.0,408.0,286.0,99.0
62,The doctor said he'll check on me at half time.,1.6015831134564644,0.03611339519375165,379.0,199.0,132.0,48.0
63,I told you the health care benefit package at the brewery was great.,1.600284495021337,0.026274052564999987,703.0,367.0,250.0,86.0
64,It tastes great and is less billing.,1.5995475113122173,0.02475234686625573,884.0,487.0,264.0,133.0
65,Next time lets not select the red neck plan,1.5957696827262045,0.025407299978139872,851.0,475.0,245.0,131.0
66,I'm starting to think that this isn't a real hospital.,1.5945330296127562,0.0339654810119135,439.0,236.0,145.0,58.0
67,"Sorry, everything goes out one ear and out the other.",1.5930372148859544,0.027101393835809704,833.0,493.0,186.0,154.0
68,Trump's tweets are making more sense every day.,1.5873544093178036,0.029586908817114257,601.0,333.0,183.0,85.0
69,You're looking better by the minute......,1.5852047556142668,0.02623033357158716,757.0,419.0,233.0,105.0
