rank,caption,score,precision,count,unfunny,somewhat_funny,funny
1,"Three yea's, six ney's, and Anderson is still up in the air on this one.",1.9993946731234864,0.013638719051070692,3304.0,1016.0,1274.0,1014.0
2,He's been suspended indefinitely.,1.9678044996121025,0.015780185882408374,2578.0,870.0,921.0,787.0
3,"I think you fail to recognize the gravity of our situation, Atkins.",1.8924345643599856,0.015017953991698378,2789.0,1043.0,1003.0,743.0
4,"Reynolds, this is no time for levity!",1.8153446033810143,0.016090392087646503,2307.0,941.0,851.0,515.0
5,The memo said to 'expect incoming male' but we had assumed it was a typo,1.8088888888888888,0.015665161812198448,2475.0,1033.0,882.0,560.0
6,He doesn't seem to realize the gravity of the situation here.,1.7863247863247864,0.017868787384048068,1755.0,719.0,692.0,344.0
7,This is no time for levity.,1.785546875,0.015228659430979643,2560.0,1093.0,923.0,544.0
8,"Davis, you idiot! It's not that kind of office pool!",1.7662459093034129,0.016945073381820202,2139.0,965.0,709.0,465.0
9,At this time I'd like to turn it over to Mr. Thompson from our satellite office.,1.7581930912311785,0.016239310763729718,2258.0,1011.0,782.0,465.0
10,I asked Ted to drop in on this meeting.,1.7377483443708608,0.01927037477359524,1510.0,673.0,560.0,277.0
11,"Apparently, you don't understand the gravity of the situation.",1.6802656546489565,0.022805904496588168,1054.0,511.0,369.0,174.0
12,You are suspended until further notice,1.6780776826859776,0.019685749028625587,1519.0,770.0,468.0,281.0
13,Not what I had in mind when I said feel free to jump in anytime ..,1.6752577319587634,0.017498103945840678,1746.0,842.0,629.0,275.0
14,"How high, Boss?",1.670411985018727,0.019487114932475968,1602.0,838.0,454.0,310.0
15,"If he sticks the dismount, I say we have our new chairman!",1.6615502686108978,0.02102222613476832,1303.0,670.0,404.0,229.0
16,You said to jump right in.,1.6030701754385963,0.0261078462095794,912.0,536.0,202.0,174.0
17,"And with this simple technique, we can now re-accommodate our passengers into overhead compartments.",1.5971107544141252,0.03089499687455222,623.0,361.0,152.0,110.0
18,If I could just jump in here for a second....,1.5958795562599049,0.028012833774036662,631.0,335.0,216.0,80.0
19,Who knew you could order an executive from Amazon.,1.5897435897435896,0.027416247342472264,780.0,454.0,192.0,134.0
20,"Jack be nimble, Jack be quick, Jack be an idiot.",1.5876152832674573,0.028942337200251564,759.0,462.0,148.0,149.0
21,"No, no... the speakerphone button is on the left. That's the eject button.",1.5820029027576197,0.02829885751534652,689.0,394.0,189.0,106.0
22,If I may jump in for a second...,1.5754857997010463,0.026819291228281267,669.0,363.0,227.0,79.0
23,"Yes, sir. How high, sir?",1.5743243243243243,0.04122006470321528,296.0,164.0,94.0,38.0
24,The motion to limit Briggs to 3 cappuccinos is seconded.,1.568561872909699,0.02911793252689333,598.0,336.0,184.0,78.0
25,"Yup, ANOTHER giant leap for man, kinda.",1.567699836867863,0.032343047451795164,613.0,386.0,106.0,121.0
26,I’m from the oversight committee.,1.56738768718802,0.02804010274251064,601.0,328.0,205.0,68.0
27,"How high, Boss?",1.5659432387312189,0.031041088517623175,599.0,359.0,141.0,99.0
28,There he goes. Jumping to conclusions again.,1.5634517766497462,0.02910474883026548,591.0,333.0,183.0,75.0
29,"""WOW !!! New bullet-speed escalator !!!",1.5613126079447324,0.032641587445393916,579.0,361.0,111.0,107.0
30,"Some of you may already know Bob, our vertical integration expert.",1.55078125,0.031806426342023436,512.0,299.0,144.0,69.0
31,Everyone should feel free to jump right in if you have anything to add.,1.5481335952848725,0.029437560309530524,509.0,279.0,181.0,49.0
32,I should have told him it's not that kind of office pool.,1.5476190476190477,0.031204956989083488,504.0,289.0,154.0,61.0
33,I don't think any of you understand the gravity of this situation.,1.5474308300395256,0.03021995444425957,506.0,283.0,169.0,54.0
34,"I heard he bombed a presentation this morning, too.",1.5426195426195426,0.03299658596655542,481.0,286.0,129.0,66.0
